0	all my sons have grown up with computer games but im not interested i see them as a male thing	place ##holder	a	b	DET DET NOUN AUX VERB ADP ADP NOUN NOUN CCONJ PROPN PART ADJ PRON VERB PRON SCONJ DET ADJ NOUN	predet poss nsubj aux ROOT prt prep compound pobj cc nsubj neg ROOT nsubj ROOT dobj prep det amod pobj
328	you re still not married	place ##holder	a	b	PRON VERB ADV PART ADJ	nsubjpass intj advmod neg ROOT
329	when it comes to learning i prefer a male all my favorite teachers were male	place ##holder	a	b	ADV PRON VERB ADP VERB PRON VERB DET NOUN DET DET ADJ NOUN AUX ADJ	advmod nsubj advcl prep pcomp nsubj ccomp det dobj det poss amod nsubj ROOT acomp
330	annie looks like a mouse	place ##holder	a	b	PROPN VERB SCONJ DET NOUN	nsubj ROOT prep det pobj
331	why are girls just mad at the world for no reason	place ##holder	a	b	ADV AUX NOUN ADV ADJ ADP DET NOUN ADP DET NOUN	advmod ROOT nsubj advmod acomp prep det pobj prep det pobj
332	i cannot respect a females opinion nor entertain it when it has to do with that subject	place ##holder	a	b	PRON VERB VERB DET PROPN NOUN CCONJ VERB PRON ADV PRON AUX PART AUX ADP DET NOUN	nsubj aux ROOT det compound dobj cc conj dobj advmod nsubj advcl aux xcomp prep det pobj
333	when women do something notable besides give birth i ll give them the acknowledge ##ment they deserve	place ##holder	a	b	ADV NOUN AUX PRON ADJ SCONJ VERB NOUN PRON VERB VERB PRON DET NOUN NOUN PRON VERB	advmod nsubj advcl dobj amod prep ROOT dobj nsubj intj ROOT dative det dobj dobj nsubj relcl
334	you want equality learn to not pull the woman card	place ##holder	a	b	PRON VERB NOUN VERB PART PART VERB DET NOUN NOUN	nsubj ROOT nsubj ccomp aux neg xcomp det compound dobj
335	women are much more sensitive than men	place ##holder	a	b	NOUN AUX ADV ADV ADJ SCONJ NOUN	nsubj ROOT advmod advmod acomp prep pobj
336	if a man marries a good woman he will have a happy life as long as he himself is not ambitious and is quiet and obe ##die ##nt	place ##holder	a	b	SCONJ DET NOUN VERB DET ADJ NOUN PRON VERB AUX DET ADJ NOUN ADV ADV SCONJ PRON PRON AUX PART ADJ CCONJ AUX ADJ CCONJ ADJ ADJ ADJ	mark det nsubj advcl det amod dobj nsubj aux ROOT det amod dobj advmod advmod mark nsubj appos advcl neg acomp cc conj acomp cc conj conj conj
337	sexual assault is too broad a term	place ##holder	a	b	ADJ NOUN AUX ADV ADJ DET NOUN	amod nsubj ROOT advmod acomp det npadvmod
338	we recruited a new commercial a very nice woman	place ##holder	a	b	PRON VERB DET ADJ NOUN DET ADV ADJ NOUN	nsubj ROOT det amod dobj det advmod amod dobj
339	i just mean the women barking in the office are the same ones kneeling or submit ##ting in the bedroom	place ##holder	a	b	PRON ADV VERB DET NOUN VERB ADP DET NOUN AUX DET ADJ NOUN VERB CCONJ VERB VERB ADP DET NOUN	nsubj advmod ROOT det nsubj acl prep det pobj ccomp det amod attr acl cc conj conj prep det pobj
340	what do you know sherry is still a cu ##nt	place ##holder	a	b	PRON AUX PRON VERB NOUN AUX ADV DET NOUN NOUN	pobj aux nsubj ROOT nsubj ccomp advmod det attr attr
341	i don t like a girl who s overly into football	place ##holder	a	b	PRON VERB PROPN SCONJ DET NOUN PRON VERB ADV ADP NOUN	ROOT compound appos prep det pobj nsubj relcl advmod prep pobj
342	hope the blonde cows don t make it through	place ##holder	a	b	VERB DET ADJ NOUN PROPN PROPN VERB PRON ADP	ROOT det amod nsubj compound appos ccomp dobj prt
343	you should know that i m a man and men don t really listen to women when they speak	place ##holder	a	b	PRON VERB VERB SCONJ PRON PROPN DET NOUN CCONJ NOUN PROPN PROPN ADV VERB ADP NOUN ADV PRON VERB	nsubj aux ROOT mark nsubj ccomp det dobj cc nsubj compound appos advmod conj prep pobj advmod nsubj advcl
344	girls should shave no matter what month it is	place ##holder	a	b	NOUN VERB VERB ADV ADV DET NOUN PRON AUX	nsubj aux ROOT neg advmod det attr nsubj ccomp
345	don t go around saying women run the world when it s men that literally run it	place ##holder	a	b	PROPN PROPN VERB ADV VERB NOUN VERB DET NOUN ADV PRON VERB NOUN DET ADV VERB PRON	compound nsubj ROOT advmod advcl nsubj ccomp det dobj advmod nsubj advcl attr nsubj advmod relcl dobj
346	this girl across from me has a jungle on each leg please shave	place ##holder	a	b	DET NOUN ADP ADP PRON AUX DET NOUN ADP DET NOUN INTJ VERB	det nsubj advmod prep pobj ccomp det dobj prep det pobj intj ROOT
347	the majority of girls are useless in group projects	place ##holder	a	b	DET NOUN ADP NOUN AUX ADJ ADP NOUN NOUN	det nsubj prep pobj ROOT acomp prep compound pobj
348	as a man i would have word ##ed that sentence twice as good	place ##holder	a	b	SCONJ DET NOUN PRON VERB AUX VERB VERB DET NOUN ADV ADV ADJ	prep det pobj nsubj aux aux ROOT ROOT det dobj advmod advmod advmod
349	she doesn t have a dad in her life so she is a future strip ##per of america in the making	place ##holder	a	b	PRON VERB PROPN AUX DET NOUN ADP DET NOUN SCONJ PRON AUX DET ADJ NOUN NOUN ADP PROPN ADP DET NOUN	nsubj ROOT nsubj ROOT det dobj prep poss pobj advmod nsubj ROOT det amod attr attr prep pobj prep det pobj
350	men are allowed to have passion and commitment for their work a woman is allowed that feeling for a man but not her work	place ##holder	a	b	NOUN AUX VERB PART AUX NOUN CCONJ NOUN ADP DET NOUN DET NOUN AUX VERB SCONJ VERB ADP DET NOUN CCONJ PART DET NOUN	nsubjpass auxpass ROOT aux xcomp dobj cc conj prep poss pobj det nsubjpass auxpass conj mark csubj prep det pobj cc neg poss ccomp
351	a chick shouldn t be able to say i m on my period i don t feel good and not have to work	place ##holder	a	b	DET NOUN PROPN NOUN AUX ADJ PART VERB PRON NOUN ADP DET NOUN PRON VERB PROPN VERB ADJ CCONJ PART AUX PART VERB	det compound amod nsubj ROOT acomp aux xcomp nsubj ccomp prep poss pobj compound compound nsubj ROOT acomp cc neg conj aux xcomp
352	the blonde ##s will get through cause they are young and can suck	place ##holder	a	b	DET NOUN NOUN VERB AUX ADP NOUN PRON AUX ADJ CCONJ VERB VERB	det nsubj nsubj aux ROOT prep mark nsubj advcl acomp cc aux conj
353	i should kiss you it would be a shame to de ##pr ##ive myself	place ##holder	a	b	PRON VERB VERB PRON PRON VERB AUX DET NOUN PART VERB VERB VERB PRON	nsubj aux ROOT dobj nsubj aux ccomp det attr aux relcl relcl relcl dobj
354	but it s extremely hard for me to listen to a female vocalist	place ##holder	a	b	CCONJ PRON VERB ADV ADJ ADP PRON PART VERB ADP DET ADJ NOUN	cc nsubj ROOT advmod acomp mark nsubj aux advcl prep det amod pobj
355	leave running the company up to men	place ##holder	a	b	VERB VERB DET NOUN ADP ADP NOUN	ROOT xcomp det dobj prt prep pobj
356	is there a man i can talk to	place ##holder	a	b	AUX PRON DET NOUN PRON VERB VERB ADP	ROOT expl det attr nsubj aux relcl prep
357	if i was sitting on a plane ready to leave and a female captain come on the speaker i d probably leave immediately	place ##holder	a	b	SCONJ PRON AUX VERB ADP DET NOUN ADJ PART VERB CCONJ DET ADJ NOUN VERB ADP DET NOUN PROPN NOUN ADV VERB ADV	mark nsubj aux ROOT prep det pobj amod aux xcomp cc det amod nsubj conj prep det pobj compound nsubj advmod ROOT advmod
358	i m getting a little tired of female announcer ##s	place ##holder	a	b	PRON PROPN VERB DET ADJ ADJ ADP ADJ NOUN NOUN	nsubj intj ROOT det npadvmod acomp prep amod pobj pobj
359	i hate rich s ##nob ##by women that don t know there place in front of men	place ##holder	a	b	PRON VERB ADJ ADJ ADJ ADJ NOUN DET PROPN PROPN VERB PRON NOUN ADP NOUN ADP NOUN	nsubj ROOT amod amod amod amod dobj dobj compound nsubj relcl advmod dobj prep pobj prep pobj
360	if women ruled the world there would be no war at all just a bunch of countries that wouldn t talk to each other	place ##holder	a	b	SCONJ NOUN VERB DET NOUN PRON VERB AUX DET NOUN ADV ADV ADV DET NOUN ADP NOUN DET PROPN PROPN NOUN ADP DET ADJ	mark nsubj advcl det dobj expl aux ROOT det attr advmod advmod advmod det conj prep pobj nsubj relcl compound dobj prep det pobj
361	here s advice for women think like a man act like a women	place ##holder	a	b	ADV VERB NOUN ADP NOUN VERB SCONJ DET NOUN NOUN SCONJ DET NOUN	advmod ROOT nsubj prep pobj ROOT prep det compound pobj prep det pobj
362	i hate to hear girls argue about sports	place ##holder	a	b	PRON VERB PART VERB NOUN VERB ADP NOUN	nsubj ROOT aux xcomp nsubj ccomp prep pobj
363	i really don t like female country singers	place ##holder	a	b	PRON ADV VERB PROPN SCONJ ADJ NOUN NOUN	ROOT advmod compound appos prep amod compound pobj
364	elegant and beautiful cheap and trash ##y nothing more una ##tt ##ractive than girls banging on about how hot hey are	place ##holder	a	b	ADJ CCONJ ADJ ADJ CCONJ ADJ ADJ PRON ADV ADJ ADJ ADJ SCONJ NOUN VERB ADP ADP ADV ADJ NOUN AUX	amod cc conj ROOT cc conj conj dobj advmod amod amod amod prep pobj acl prep prep advmod acomp punct pcomp
365	i hate a guy that lacks mas ##cu ##lini ##ty it s the worst	place ##holder	a	b	PRON VERB DET NOUN DET VERB NOUN NOUN NOUN NOUN PRON VERB DET ADJ	nsubj ROOT det dobj nsubj relcl dobj dobj dobj dobj nsubj ROOT det attr
366	women are just so damn stubborn	place ##holder	a	b	NOUN AUX ADV ADV ADV ADJ	nsubj ROOT advmod advmod advmod acomp
367	i need a woman to do my laundry	place ##holder	a	b	PRON VERB DET NOUN PART AUX DET NOUN	nsubj ROOT det dobj aux advcl poss dobj
368	when a woman gets in a wreck i m not surprised	place ##holder	a	b	ADV DET NOUN VERB ADP DET NOUN PRON NOUN PART ADJ	advmod det nsubj ROOT prep det pobj nsubj relcl neg acomp
369	females have no business comment ##ating football it s like a man conducting a child birth ##ing class	place ##holder	a	b	NOUN AUX DET NOUN VERB VERB NOUN PRON VERB SCONJ DET NOUN VERB DET NOUN VERB VERB NOUN	nsubj ROOT det dobj acl acl dobj nsubj ROOT prep det pobj acl det npadvmod compound compound dobj
370	women should shave their goddamn legs	place ##holder	a	b	NOUN VERB VERB DET NOUN NOUN	nsubj aux ROOT poss compound dobj
371	this needs to be changed to a day without third wave feminist ##s real women will be working	place ##holder	a	b	DET VERB PART AUX VERB ADP DET NOUN ADP ADJ NOUN NOUN NOUN ADJ NOUN VERB AUX VERB	nsubj ROOT aux auxpass xcomp prep det pobj prep amod compound pobj pobj amod nsubj aux aux ccomp
372	these bitch ##es so worried about thinking like a man they don t know what it is to be a woman	place ##holder	a	b	DET NOUN NOUN ADV ADJ ADP VERB SCONJ DET NOUN PRON VERB PROPN VERB PRON PRON AUX PART AUX DET NOUN	det nsubj nsubj advmod ROOT prep pcomp prep det pobj nsubj relcl nsubj ROOT attr nsubj ccomp aux xcomp det attr
373	real women don t go along with a day without women crap it s a fake cause manufactured by man hating feminist ##s and lesbian ##s stop it	place ##holder	a	b	ADJ NOUN PROPN PROPN VERB ADP ADP DET NOUN ADP NOUN VERB PRON VERB DET ADJ NOUN VERB ADP NOUN VERB NOUN NOUN CCONJ NOUN NOUN VERB PRON	amod nsubj compound appos ROOT advmod prep det pobj prep nsubj pobj nsubj ROOT det amod attr acl agent pobj acl dobj dobj cc conj conj ROOT dobj
374	i really don ##t feel comfortable having a female barber cut my hair ever again	place ##holder	a	b	PRON ADV VERB VERB VERB ADJ VERB DET ADJ NOUN VERB DET NOUN ADV ADV	nsubj advmod nsubj nsubj ROOT acomp xcomp det amod nsubj ccomp poss dobj advmod advmod
375	i ve genuinely never actually met a funny girl	place ##holder	a	b	PRON VERB ADV ADV ADV VERB DET ADJ NOUN	nsubj aux advmod neg advmod ROOT det amod dobj
376	the only thing a woman should help a man build is a relationship	place ##holder	a	b	DET ADJ NOUN DET NOUN VERB VERB DET NOUN VERB AUX DET NOUN	det amod nsubj det nsubj aux relcl det dobj acl ROOT det attr
377	i love to watch women with fat ass ##es walk away	place ##holder	a	b	PRON VERB PART VERB NOUN ADP ADJ NOUN NOUN VERB ADV	nsubj ROOT aux xcomp dobj prep amod pobj pobj conj advmod
378	a woman should never let herself go	place ##holder	a	b	DET NOUN VERB ADV VERB PRON VERB	det nsubj aux neg ROOT nsubj ccomp
379	just because a woman scored a great goal does not mean women s football is any good	place ##holder	a	b	ADV SCONJ DET NOUN VERB DET ADJ NOUN AUX PART VERB NOUN PART NOUN AUX DET ADJ	advmod mark det nsubj csubj det amod dobj aux neg ROOT poss case nsubj ccomp advmod acomp
380	dear women na ##gging does not work	place ##holder	a	b	ADJ NOUN VERB VERB AUX PART VERB	amod nsubj csubj csubj aux neg ROOT
381	watching girl s basketball usually makes me want to shoot myself in the head	place ##holder	a	b	VERB NOUN PART NOUN ADV VERB PRON VERB PART VERB PRON ADP DET NOUN	csubj compound dobj dobj advmod ROOT nsubj ccomp aux xcomp dobj prep det pobj
382	i m going to go ##uge my eyes out if this bitch doesn t get off	place ##holder	a	b	PRON PROPN VERB PART VERB VERB DET NOUN ADP SCONJ DET NOUN NOUN PROPN AUX ADP	nsubj nsubj ROOT aux xcomp xcomp poss dobj prt prep det intj compound nsubj ROOT prt
383	sorry but i do believe in certain gender roles when it comes to marriage	place ##holder	a	b	INTJ CCONJ PRON AUX VERB ADP ADJ NOUN NOUN ADV PRON VERB ADP NOUN	ROOT cc nsubj aux ROOT prep amod compound pobj advmod nsubj advcl prep pobj
384	i would never vote for a girl president	place ##holder	a	b	PRON VERB ADV VERB ADP DET NOUN NOUN	nsubj aux neg ROOT prep det compound pobj
385	i do believe that women are inferior to men	place ##holder	a	b	PRON AUX VERB SCONJ NOUN AUX ADJ ADP NOUN	nsubj aux ROOT mark nsubj ccomp acomp prep pobj
386	only females recognise the final spin on a washing machine full of clothes	place ##holder	a	b	ADV NOUN VERB DET ADJ NOUN ADP DET NOUN NOUN ADJ ADP NOUN	advmod nsubj ROOT det amod dobj prep det compound pobj amod prep pobj
387	i think in general men make way better music	place ##holder	a	b	PRON VERB ADP ADJ NOUN VERB NOUN ADJ NOUN	nsubj ROOT prep amod pobj ccomp npadvmod amod dobj
388	men have a discussion women argue	place ##holder	a	b	NOUN AUX DET NOUN NOUN VERB	nsubj ROOT det compound nsubj ccomp
389	act like a lady think like a man	place ##holder	a	b	VERB SCONJ DET NOUN NOUN SCONJ DET NOUN	nsubj prep det pobj ROOT prep det pobj
390	i ll take a woman who can cook over one who can t any day	place ##holder	a	b	PRON VERB VERB DET NOUN PRON VERB VERB ADP NUM PRON VERB VERB DET NOUN	nsubj aux ROOT det dobj nsubj aux relcl prep pobj nsubj aux relcl det npadvmod
391	phoebe change your face	place ##holder	a	b	ADJ VERB DET NOUN	amod ROOT poss dobj
392	this is exactly what women should look like	place ##holder	a	b	DET AUX ADV PRON NOUN VERB VERB SCONJ	nsubj ROOT advmod pobj nsubj aux ccomp prep
393	what s the point in having a cleaning lady when i have a mom and a sister	place ##holder	a	b	PRON VERB DET NOUN ADP VERB DET VERB NOUN ADV PRON AUX DET NOUN CCONJ DET NOUN	attr ROOT det nsubj prep pcomp det compound dobj advmod nsubj advcl det dobj cc det conj
394	i don t like women commentators on men sports	place ##holder	a	b	PRON VERB PROPN SCONJ NOUN NOUN ADP NOUN NOUN	ROOT compound appos prep compound pobj prep compound pobj
395	really bitch really get on the runway and back in the kitchen	place ##holder	a	b	ADV VERB ADV VERB ADP DET NOUN CCONJ ADV ADP DET NOUN	advmod nsubj advmod ROOT prep det pobj cc conj prep det pobj
396	of course i would pick the man the woman would most likely get pregnant and leave	place ##holder	a	b	ADV ADV PRON VERB VERB DET NOUN DET NOUN VERB ADV ADV AUX ADJ CCONJ VERB	advmod advmod nsubj aux ROOT det dobj det nsubj aux advmod advmod relcl acomp cc conj
397	most of you girls should just go out without makeup that s probably super scary	place ##holder	a	b	ADJ ADP PRON NOUN VERB ADV VERB ADP ADP NOUN DET VERB ADV ADV ADJ	nsubj prep pobj appos aux advmod ROOT prt prep pobj nsubj relcl advmod advmod acomp
398	i am going to create a restaurant called sandwich world and i am only going to hire women	place ##holder	a	b	PRON AUX VERB PART VERB DET NOUN VERB NOUN PROPN CCONJ PRON AUX ADV VERB PART VERB NOUN	nsubj aux ROOT aux xcomp det dobj acl compound oprd cc nsubj aux advmod ROOT aux xcomp dobj
399	why are los angeles women so bitch ##y	place ##holder	a	b	ADV AUX PROPN PROPN NOUN ADV ADJ ADJ	advmod ROOT compound compound nsubj advmod acomp acomp
400	i m not sex ##ist but damn it the best jokes are	place ##holder	a	b	PRON VERB PART ADJ ADJ CCONJ VERB PRON DET ADJ NOUN AUX	nsubj ROOT neg acomp acomp cc conj pobj det amod nsubj ROOT
401	time to get up and walk like a man	place ##holder	a	b	NOUN PART AUX ADP CCONJ VERB SCONJ DET NOUN	ROOT aux relcl prt cc conj prep det pobj
402	whatever but most of the girls i ve met aren t cut out for working full time	place ##holder	a	b	DET CCONJ ADJ ADP DET NOUN PRON VERB VERB PROPN PROPN VERB ADP ADP VERB ADJ NOUN	ROOT cc conj prep det pobj compound nsubj ROOT compound nsubj ccomp prt prep pcomp amod npadvmod
403	the mine is no place for a woman to work call me sex ##ist but a woman as a rock drill ##er is not practical	place ##holder	a	b	DET NOUN AUX DET NOUN ADP DET NOUN PART VERB VERB PRON NOUN NOUN CCONJ DET NOUN SCONJ DET NOUN NOUN NOUN AUX PART ADJ	det nsubj ROOT det attr mark det nsubj aux relcl xcomp dobj oprd oprd cc det nsubj prep det compound pobj pobj conj neg acomp
404	i have to agree that women s bathrooms are so much worse than men s why do you think that is	place ##holder	a	b	PRON AUX PART VERB SCONJ NOUN PART NOUN AUX ADV ADV ADJ SCONJ NOUN PART ADV AUX PRON VERB DET AUX	nsubj ROOT aux xcomp mark poss case nsubj ccomp advmod advmod acomp prep nsubj pobj advmod aux nsubj ROOT nsubj ccomp
405	they re not dumb blonde ##s perhaps they just have del ##usions of ad ##e ##qua ##cy	place ##holder	a	b	PRON VERB PART ADJ NOUN NOUN ADV PRON ADV AUX NOUN NOUN ADP NOUN NOUN NOUN NOUN	nsubj ROOT neg amod attr attr advmod nsubj advmod ROOT dobj dobj prep pobj pobj pobj pobj
406	women are so damn stubborn	place ##holder	a	b	NOUN AUX ADV ADV ADJ	nsubj ROOT advmod advmod acomp
407	i hate when u open the door for a hot chick and then her ugly friend wants u to keep it open for her bitch open it yourself	place ##holder	a	b	PRON VERB ADV PRON VERB DET NOUN ADP DET ADJ NOUN CCONJ ADV DET ADJ NOUN VERB NOUN PART VERB PRON ADJ ADP DET NOUN VERB PRON PRON	nsubj ROOT advmod nsubj advcl det dobj prep det amod pobj cc advmod poss amod nsubj ROOT nsubj aux ccomp dobj oprd mark poss nsubj advcl dobj npadvmod
408	i d be scared to have a woman running the country women are too nice	place ##holder	a	b	PRON PRON AUX VERB PART AUX DET NOUN VERB DET NOUN NOUN AUX ADV ADJ	nsubj nsubj ROOT acomp aux xcomp det dobj acl det dobj nsubj ROOT advmod acomp
409	every time i see her face i feel like pu ##king	place ##holder	a	b	DET NOUN PRON VERB DET NOUN PRON VERB SCONJ VERB VERB	det ROOT nsubj relcl poss dobj nsubj ROOT prep pcomp pcomp
410	she is blond what do you want	place ##holder	a	b	PRON AUX ADJ PRON AUX PRON VERB	nsubj ROOT acomp dobj aux nsubj ccomp
411	you should marry later it is better for your career	place ##holder	a	b	PRON VERB VERB ADV PRON AUX ADJ ADP DET NOUN	nsubj aux ROOT advmod nsubj ccomp acomp prep poss pobj
412	it s very much a job for a lady	place ##holder	a	b	PRON VERB ADV ADV DET NOUN ADP DET NOUN	nsubj ROOT advmod advmod det attr prep det pobj
